,Peter Travers,Jeannette Catsoulis,Peter Stack,Desson Thomson,Calvin Wilson,Robert Abele,Peter Hartlaub,Keith Uhlich,Bill Goodykoontz,Marjorie Baumgarten,Kate Erbland,Michael Rechtshaffen,David Wiegand,Jonathan Rosenbaum,Wesley Morris,William Arnold,Michael O'Sullivan,Tom Huddleston,Nick Schager,A.A. Dowd ,Claudia Puig,Tim Robey,Moira Macdonald,Noel Murray,James Rocchi,David Ansen,Richard Schickel,Richard Brody,John DeFore,Clark Collis,Melissa Maerz,Lou Lumenick,Bill Zwecker,Michael Sragow,Ken Fox,Boyd van Hoeij,Robert Lloyd,Shawn Levy,Elizabeth Weitzman,Chris Hewitt (1),Bob Graham,Roger Moore,Randall Colburn,Helen O'Hara,Matt Brennan,Jordan Raup,Stephen Dalton,Rick Groen,Liam Lacey,Kim Newman,Bob Mondello,Betsy Sharkey,Eric Kohn,Manohla Dargis,Nigel M Smith,Randy Cordova,Gregory Ellwood,Nicolas Rapold,Sheri Linden,Rita Kempley,Barry Hertz,Clayton Dillard,Charlie Schmidlin,Nathan Rabin,Erik Adams,Kate Taylor,Barbara VanDenburgh,Jamie Graham,Steve Davis,Alan Scherstuhl,Jonathan Curiel,Dennis Harvey,Nick de Semlyen,Catherine Shoard,Jaime N. Christley,Dominick Suzanne-Mayer,Amy Taubin,Jami Bernard,Jonathan Foreman,Clarence Tsui,Brad Wheeler,Rex Reed,Anthony Lane,David Edelstein,Miriam Bale,Scott Tobias,Peter Keough,Luke Y. Thompson,Pete Vonder Haar,Serena Donadoni,Kevin Maynard,Amy Biancolli,Neil Genzlinger,Ann Hornaday,Stephanie Zacharek,Tom Keogh,V.A. Musetto,Sean Axmaker,Bill White,Mary Pols,Damon Wise,Andrew Pulver,James Mottram,Allan Hunter,Bryan Bishop,Rory O'Connor,Kevin P. Sullivan,Ben Kenigsberg,Molly Eichel,Farran Smith Nehme,Nathan Lee,Bosley Crowther,Mick LaSalle,Desmond Ryan,Marc Mohan,Edward Guthmann,Neva Chonin,Mark Jenkins,Gary Arnold,Alan Zilberman,Kirk Honeycutt,Justin Lowe,Elizabeth Kerr,Andrew O'Hehir,Andrea Gronvall,Elise Nakhnikian,Sam C. Mac,Zach Campbell,Chris Kaltenbach,Lisa Alspector,Glenn Heath Jr.,Oleg Ivanov,Kevin C. Johnson,Michael Roffman,Justin Gerber,Sarah Kurchak,Rodrigo Perez,Cath Clarke,Nick Allen,Robert Yaniz Jr.,Matt Donato,Wendy Ide,Michael Snydel,Dan Mecca,Kyle Anderson,Russell Smith,David Chute,Ernest Hardy,Chris Packham,Sherilyn Connelly,Todd McCarthy,Roger Ebert,Mike Hale,Stephen Hunter,Elvis Mitchell,Pauline Kael,Owen Gleiberman,Justin Chang,Peter Rainer,David Rooney,Richard Corliss,Richard Roeper,Jessica Kiang,Joe McGovern,Brian Lowry,Todd VanDerWerff,A.O. Scott,Kevin Thomas,Stephen Holden,Dave Calhoun,John Bleasdale,Lisa Schwarzbaum,Ignatiy Vishnevetsky,Kenneth Turan,Rene Rodriguez,Mike Clark,Susan Wloszczyna,Guy Lodge,Dan Fienberg,Peter Bradshaw,Chuck Bowen,Ty Burr,Sheila Benson,Vincent Canby,Kevin Jagernauth,Tim Grierson,John Anderson,Andy Webster,Mike D'Angelo
David Wiegand,12.0,5.0,,70.0,0.0,20.0,,,,,,,100,,8.3333333333333339,,0.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,-0.33333333333333331,,,,,,,,,10.0,-5.0,-8.0,30.0,-7.5,,,,,,,,33.0,,0.0,,,,8.0,-5.0,,30.0,,,,,,,,,,0.0,,,,-8.0,,,,,,,,0.0,,,12.5,,,,,,,,5.0,,,,,,,,,,,,,15.0,,,,5.0,,,,31.0,,,,,,,,0.0,,,,-5.0,-12.5,,,,,0.0,,,,20.0,,,,,,20.0,,,,,-4.0,,,-4.333333333333333,,,35.0,,-15.0,20.0,17.5,,,-16.0,,,12.0,,0.0,15.0,,-5.0,,-4.333333333333333,,,,-20.0,,,
Jonathan Rosenbaum,,20.0,9.2727272727272734,9.1428571428571423,,,5.0,,,9.3541666666666661,,0.0,,100,4.6818181818181817,2.7317073170731709,10.0,,,,5.5,,,4.0,,-5.0,0.45454545454545453,,,,,10.5,,,13.108108108108109,,,28.0,,,-7.5,,,,,,,,,10.0,,,,-4.615384615384615,,,,,,12.727272727272727,,,,,,,,,5.5,,3.3333333333333335,5.0,,,,,,,,,,45.0,10.0,-20.0,,,,,,,,20.0,40.0,21.25,,,20.666666666666668,-4.6923076923076925,18.0,40.0,-10.0,,,,,,,,,,,,4.1914893617021276,,14.0,0.76923076923076927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.625,,10.0,,,12.727272727272727,-21.523809523809526,,15.0,-15.0,,12.761904761904763,-10.0,1.588235294117647,-1.0,-4.2105263157894735,,,,12.5,,3.3333333333333335,,5.0,,,4.4000000000000004,,-6.666666666666667,45.0,-4.2631578947368425,,,,,,3.5714285714285716,,0.0,,,,,
Wesley Morris,-1.819672131147541,-5.2159090909090908,-6.0,-0.097560975609756101,-16.777777777777779,2.7692307692307692,2.6279069767441858,6.4736842105263159,-12.333333333333334,6.7252252252252251,,-3.9565217391304346,-8.3333333333333339,-4.6818181818181817,100,-6.9523809523809526,2.536,26.666666666666668,8.8205128205128212,17.0,-4.7948051948051944,3.0,,-4.375,8.6666666666666661,-9.25,-5.7407407407407405,,-7.333333333333333,-8.5,,3.0423280423280423,,,-4.7973856209150325,13.0,,-4.6822429906542054,5.666666666666667,-10.5,-5.0,-7.833333333333333,,-7.666666666666667,,,,-1.3943661971830985,1.1190476190476191,-5.7249999999999996,-4.375,-5.1467889908256881,-6.9423076923076925,-4.1793103448275861,,25.0,,16.5,4.5999999999999996,0.071428571428571425,,-12.0,,-1.3125,,25.0,,3.0,-0.94444444444444442,26.5,-11.181818181818182,-1.2615384615384615,,,3.25,,,,12.0,,,10.175438596491228,8.8965517241379306,-10.214285714285714,,-1.1468531468531469,16.333333333333332,-12.0,,,,-0.24657534246575341,-0.58333333333333337,-0.22916666666666666,-20.800000000000001,,6.8472222222222223,-5.0606060606060606,2.8285714285714287,-1.7611940298507462,-1.5,12.5,-15.0,,,,,14.0,,9.5,-5.9090909090909092,,-0.86738351254480284,,-4.6399999999999997,-5.5555555555555554,-12.0,-0.7931034482758621,,,-3.0833333333333335,,,-19.399999999999999,0.57831325301204817,13.0,,,-13.0,,8.3333333333333339,,-7.4000000000000004,,,,10.75,20.0,,,,,,,,2.5,,-7.2222222222222223,,,-3.4274809160305342,-22.390243902439025,5.25,3.6792452830188678,-0.35294117647058826,,-10.077235772357724,0.24742268041237114,-4.0501474926253689,0.6428571428571429,-2.4789915966386555,50.0,-17.0,,-0.48648648648648651,,0.40845070422535212,-11.625,-0.065420560747663545,-17.5,,-8.8522167487684733,17.0,-7.195876288659794,-1.0133333333333334,-7.0185185185185182,-7.875,-30.0,,4.419354838709677,9.8000000000000007,6.0,,,-10.0,,9.0,,3.6000000000000001
William Arnold,20.0,10.125,,11.471153846153847,,,9.2702702702702702,,-23.0,14.626760563380282,42.0,-3.0,,-2.7317073170731709,6.9523809523809526,100,7.9411764705882355,22.666666666666668,19.600000000000001,-8.0,2.4845938375350141,-2.5,0.0,9.5,,3.1428571428571428,1.2527472527472527,,,25.0,,8.6338028169014081,,4.0,3.4896907216494846,17.0,,2.7999999999999998,11.0,5.25,-5.666666666666667,22.5,,,,,,,8.0,6.0,15.388888888888889,15.0,0.0,3.7894736842105261,,25.0,,,0.5,65.0,,10.5,,,,,8.0,,16.75,28.0,-9.2727272727272734,-2.6153846153846154,,,,,,,0.0,,,15.0,13.333333333333334,-13.179487179487179,,-2.25,28.0,,33.0,,,0.0,45.0,11.125,,,15.666666666666666,,,53.0,5.5555555555555554,,35.0,,,,,15.0,,,2.25,,6.6271604938271604,,10.6,-2.7999999999999998,8.0,,,,-9.0,,,,12.80952380952381,,,,0.0,,,,,,,,17.0,-38.0,,,,,,,,,-15.0,4.4000000000000004,,,4.6960784313725492,-17.82089552238806,,6.4492753623188408,0.0,,-0.29591836734693877,5.96875,3.5242290748898677,0.42857142857142855,-0.6696428571428571,,,,2.2749999999999999,,7.3478260869565215,5.0,7.052941176470588,3.5,,5.4473684210526319,16.0,8.0,36.0,1.8983050847457628,13.333333333333334,-48.0,,17.25,,6.4318181818181817,,,50.0,45.0,,,17.0
Michael O'Sullivan,-3.4814814814814814,-7.4827586206896548,-16.571428571428573,-12.909090909090908,-11.108695652173912,-6.7846153846153845,-6.3382352941176467,4.8200000000000003,-10.014492753623188,4.419354838709677,1.0434782608695652,-6.9024390243902438,0.0,-10.0,-2.536,-7.9411764705882355,100,-1.0178571428571428,1.7246376811594204,-1.1842105263157894,-5.8923766816143495,6.5283018867924527,-8.1052631578947363,-7.9142857142857146,3.75,,2.7272727272727271,-7.5,-6.1351351351351351,-26.399999999999999,25.0,1.7380952380952381,-10.199999999999999,-1.6666666666666667,-1.6282051282051282,1.25,,-7.2765957446808507,8.0500000000000007,-8.7142857142857135,-14.67741935483871,-0.32743362831858408,15.0,-1.1111111111111112,12.666666666666666,-6.4000000000000004,-0.5,-7.083333333333333,0.98809523809523814,-10.181818181818182,-11.342105263157896,-6.1029411764705879,-12.638095238095238,-14.901408450704226,-14.25,-7.8928571428571432,-6.0,11.666666666666666,0.32142857142857145,4.125,-3.7692307692307692,25.681818181818183,-9.5555555555555554,-1.676923076923077,,-7.4666666666666668,4.3571428571428568,-15.153846153846153,7.4285714285714288,-3.5974025974025974,-14.090909090909092,-1.2608695652173914,-7.0,8.125,-4.333333333333333,-9.1111111111111107,,,,10.0,-7.9411764705882355,3.7362637362637363,-2.0800000000000001,-15.699999999999999,22.5,-1.3274336283185841,3.759493670886076,,-18.666666666666668,7.25,-20.0,-0.42857142857142855,-1.0,4.8611111111111107,-22.100000000000001,0.0,-0.86206896551724133,-13.318181818181818,4.333333333333333,-5.5384615384615383,-1.5714285714285714,6.7999999999999998,-8.5,-20.0,-6.0,-14.0,-8.3333333333333339,-6.1875,-12.0,-2.5277777777777777,,-53.0,-2.7999999999999998,,-3.1818181818181817,6.333333333333333,,-0.48837209302325579,,,-10.333333333333334,-2.25,,-18.772727272727273,-2.3783783783783785,16.666666666666668,-4.333333333333333,,-8.0,-7.2222222222222223,2.3999999999999999,2.1666666666666665,-16.631578947368421,-5.75,-32.0,-19.75,1.4615384615384615,6.3448275862068968,12.0,,-1.6666666666666667,-16.25,1.5,5.25,-11.9,-5.5,15.0,-3.5294117647058822,-2.2307692307692308,6.7999999999999998,-0.12582781456953643,-27.161290322580644,-7.5,2.0099009900990099,-6.8181818181818183,,-15.136690647482014,-1.8492063492063493,-5.5281385281385278,1.9344262295081966,-6.3624999999999998,-8.7105263157894743,-5.3928571428571432,1.1111111111111112,-16.636363636363637,0.0,-4.942622950819672,-11.666666666666666,-0.46621621621621623,-1.8571428571428572,7.9000000000000004,-13.284210526315789,-5.8101265822784809,-6.2142857142857144,-1.1028037383177569,-8.258064516129032,-4.0909090909090908,-4.0666666666666664,,2.4936708860759493,2.6129032258064515,-4.089201877934272,,-27.5,4.4864864864864868,-4.1388888888888893,-7.0,-2.0,5.209677419354839
Tom Huddleston,-2.5903614457831323,-3.3333333333333335,,-27.5,-14.666666666666666,-5.0,-3.75,2.2222222222222223,-9.1999999999999993,-4.166666666666667,-5.0,-8.0,,,-26.666666666666668,-22.666666666666668,1.0178571428571428,100,-1.4444444444444444,-6.1311475409836067,-8.2249999999999996,-0.5,-13.384615384615385,-3.3214285714285716,4.75,,30.0,,-6.3636363636363633,-18.0,,1.236842105263158,-14.333333333333334,-20.0,-2.0,3.3333333333333335,,-21.0,5.0,-12.0,,-2.75,-17.666666666666668,-3.3333333333333335,-12.75,-0.20000000000000001,-5.384615384615385,19.5,-1.0357142857142858,-10.5,-12.933333333333334,-5.1851851851851851,-11.811320754716981,-15.0,10.0,-1.5384615384615385,-0.83333333333333337,16.666666666666668,-1.5789473684210527,15.0,1.7692307692307692,18.285714285714285,6.0,9.8333333333333339,,-9.4166666666666661,-8.3333333333333339,-16.363636363636363,5.5999999999999996,-9.0909090909090917,-60.0,1.5789473684210527,0.0,8.0,7.5,-1.625,,,,15.0,-8.125,-2.5,1.8181818181818181,-27.5,-20.0,-0.967741935483871,-7.0454545454545459,-10.0,5.0,-10.0,,-15.0,-20.0,-3.4545454545454546,-22.857142857142858,14.5,-35.0,10.0,,-2.0,-8.0,0.0,-12.5,0.0,-15.0,-15.0,-13.0,-5.4000000000000004,1.6666666666666667,6.7000000000000002,,,-5.9183673469387754,,-6.7954545454545459,-7.5,,19.333333333333332,8.5,10.0,-10.0,-5.0,,-14.444444444444445,-10.0,8.3333333333333339,-3.0,-20.0,,,,14.5,-14.0,1.8333333333333333,,-2.5,-3.2222222222222223,,-19.0,-20.0,-2.0,1.6666666666666667,14.0,-14.666666666666666,-4.4000000000000004,,,-16.666666666666668,-8.0,-10.0,-2.5641025641025643,-14.0,,-30.0,,,-20.964285714285715,-4.7727272727272725,-7.4230769230769234,-6.666666666666667,-6.0714285714285712,-14.863636363636363,-7.7999999999999998,-5.333333333333333,0.0,,-3.3333333333333335,,-3.6363636363636362,0.0,2.2222222222222223,-18.0,-9.4102564102564106,-7.7358490566037732,-1.4523809523809523,-23.0,-9.875,-10.37037037037037,,-2.3529411764705883,1.8421052631578947,-0.22950819672131148,,-5.0,5.458333333333333,-3.3333333333333335,10.0,0.0,-2.8148148148148149
Nick Schager,-4.0138888888888893,-8.4027777777777786,,-5.0,-25.904761904761905,-5.1818181818181817,-4.7777777777777777,2.5675675675675675,-17.060606060606062,-3.1764705882352939,1.2857142857142858,-13.592592592592593,-20.0,,-8.8205128205128212,-19.600000000000001,-1.7246376811594204,1.4444444444444444,100,-9.3333333333333339,-16.684931506849313,1.0588235294117647,-17.199999999999999,-10.26530612244898,5.0,,,-18.75,-6.4615384615384617,-5.0,,-10.329545454545455,-44.666666666666664,-28.0,-1.0,-2.0,,-23.103448275862068,-9.5925925925925934,-20.142857142857142,,-8.6880733944954134,23.5,-13.4,0.0,16.0,-13.0,-14.333333333333334,-6.615384615384615,-21.722222222222221,-16.5,-17.545454545454547,-18.653061224489797,-11.321428571428571,-4.0,-2.0769230769230771,-6.0,-13.363636363636363,-1.9459459459459461,,12.5,5.6842105263157894,,-10.162162162162161,,-4.125,-5.6363636363636367,-22.666666666666668,10.5,-5.1515151515151514,,-11.212121212121213,-20.0,-10.0,-14.333333333333334,-8.0,,,,,-10.916666666666666,-7.3684210526315788,-0.75,-20.857142857142858,7.5,-7.1515151515151514,-2.5172413793103448,,-5.0,-3.0,,-9.378378378378379,-10.953488372093023,-10.953488372093023,-27.0,-5.25,-6.5185185185185182,,,-16.655172413793103,-10.0,-10.428571428571429,-8.0,0.0,,,-4.5,-16.399999999999999,-19.333333333333332,-4.2307692307692308,,,-12.044117647058824,,-15.735294117647058,-12.0,,-10.800000000000001,,-3.0,-16.233333333333334,-11.105263157894736,,-22.300000000000001,-7.7777777777777777,4.2857142857142856,5.0,,,,2.4444444444444446,-8.0,3.3333333333333335,-12.0,,,-4.5454545454545459,-0.25,20.0,,4.0,-5.0,1.3999999999999999,-17.666666666666668,-26.0,,,-22.399999999999999,-7.833333333333333,-21.0,-10.214285714285714,-31.307692307692307,-0.26666666666666666,13.0,,,-22.833333333333332,-7.6842105263157894,-12.711340206185566,-1.4736842105263157,-11.333333333333334,-5.833333333333333,-0.46153846153846156,4.2000000000000002,-18.0,,-11.403846153846153,-22.199999999999999,-14.691176470588236,-4.333333333333333,-6.666666666666667,-25.5,-3.3999999999999999,-10.017543859649123,-2.2250000000000001,,-12.777777777777779,1.0,,-1.8139534883720929,2.5526315789473686,-13.039999999999999,,,-2.1304347826086958,7.1764705882352944,-7.4000000000000004,-10.416666666666666,-0.83333333333333337
A.A. Dowd ,-3.1384615384615384,4.3125,,-13.333333333333334,-12.245283018867925,6.7884615384615383,2.7058823529411766,8.8888888888888893,-5.9186046511627906,3.1265822784810124,-2.1111111111111112,-0.53333333333333333,,,-17.0,8.0,1.1842105263157894,6.1311475409836067,9.3333333333333339,100,-2.8139534883720931,5.7818181818181822,-3.4782608695652173,2.8461538461538463,-1.5769230769230769,,,1.1428571428571428,1.4583333333333333,-8.5,-17.0,6.5999999999999996,-10.75,,30.0,-0.1875,,,8.2105263157894743,-2.6666666666666665,-25.0,3.2231759656652361,8.25,-5.916666666666667,9.5,4.0666666666666664,3.9090909090909092,20.600000000000001,0.73134328358208955,-5.59375,-5.0,-4.8524590163934427,-3.8461538461538463,-9.5500000000000007,6.0,-2.4285714285714284,-6.4444444444444446,10.285714285714286,0.34482758620689657,34.0,0.2857142857142857,19.5,4.333333333333333,12.333333333333334,,0.82352941176470584,-1.2432432432432432,-7.6818181818181817,9.1111111111111107,-0.24657534246575341,,-1.0555555555555556,-2.0,-3.5,17.5,2.0,,,,-13.0,-1.7692307692307692,7.6022727272727275,4.4318181818181817,-11.161290322580646,3.5,6.9285714285714288,0.5,20.0,10.0,1.5,,,-15.0,1.9008264462809918,-8.8333333333333339,10.0,-21.0,-12.5,0.0,3.25,-16.857142857142858,-1.75,-8.2631578947368425,,-3.4285714285714284,1.3333333333333333,3.25,23.0,1.3333333333333333,6.5599999999999996,,,0.0,,-4.0119047619047619,17.0,,6.0,,18.5,,2.25,,-13.634146341463415,,4.666666666666667,13.0,,,,,-25.0,-8.4000000000000004,5.583333333333333,-12.5,4.0,-0.54000000000000004,-0.30434782608695654,,22.0,7.2941176470588234,7.0,9.8333333333333339,-8.3333333333333339,2.4285714285714284,,,0.20000000000000001,1.5,,0.66315789473684206,-25.0,,-5.0,,,-10.058823529411764,-0.029126213592233011,0.94890510948905105,1.1000000000000001,4.4130434782608692,-5.177777777777778,-3.375,-7.0,,,1.9642857142857142,,6.333333333333333,1.9444444444444444,5.0285714285714285,,,-6.0333333333333332,0.9910714285714286,-38.0,-6.0666666666666664,-0.86111111111111116,,2.7941176470588234,7.6888888888888891,-0.13380281690140844,,,3.9642857142857144,1.2340425531914894,,16.333333333333332,4.1333333333333337
Claudia Puig,3.4985994397759104,5.0,,6.430769230769231,-5.9838709677419351,7.7948717948717947,1.3170731707317074,9.1232876712328768,-3.4090909090909092,9.2506082725060832,2.9230769230769229,-0.055555555555555552,,-5.5,4.7948051948051944,-2.4845938375350141,5.8923766816143495,8.2249999999999996,16.684931506849313,2.8139534883720931,100,8.8599999999999994,4.0,1.8793103448275863,7.041666666666667,0.29629629629629628,5.4361702127659575,-2.0,-0.85999999999999999,0.0,-23.333333333333332,6.4150943396226419,-9.0,15.75,0.390625,19.5,,-1.1941747572815533,7.3030303030303028,-2.7333333333333334,0.20000000000000001,0.85774058577405854,,7.0,17.333333333333332,15.0,13.666666666666666,5.8684210526315788,7.6177777777777775,-1.9733333333333334,1.5,1.2252964426877471,0.58571428571428574,-1.1141732283464567,-30.0,2.8333333333333335,5.666666666666667,7.0,4.333333333333333,2.5,-30.0,18.5,10.5,8.786259541984732,8.0,-15.0,2.7096774193548385,-4.333333333333333,7.4912280701754383,6.0370370370370372,-12.333333333333334,3.4142857142857141,-3.5,9.0,17.0,0.0,,,0.0,8.0,0.0,5.5254237288135597,8.6233766233766236,-10.070707070707071,15.333333333333334,5.3066037735849054,4.8787878787878789,0.0,-6.333333333333333,,,5.8510638297872344,-8.7777777777777786,7.2124645892351271,-9.7272727272727266,,12.636363636363637,-3.7488584474885847,7.0,6.2619047619047619,-3.3235294117647061,2.1538461538461537,-4.1363636363636367,20.0,,-13.0,,3.6666666666666665,,4.882352941176471,-4.4000000000000004,,3.3238380809595203,,2.4444444444444446,1.0,,7.7551020408163263,,-15.0,3.02,-8.0,,-12.15,5.394366197183099,15.0,,,0.0,,12.666666666666666,-30.0,-6.0370370370370372,5.0,,,7.1914893617021276,2.7666666666666666,-3.0,,8.3333333333333339,1.5,,-16.0,-7.5999999999999996,-3.0,-15.0,9.8666666666666671,6.25,6.5,2.7025000000000001,-17.488888888888887,11.0,5.4047619047619051,18.0,,-5.9810526315789474,2.7661290322580645,1.7447089947089947,2.5588235294117645,1.4302670623145401,-5.8666666666666663,0.9285714285714286,-17.0,0.67741935483870963,,4.7444444444444445,-12.166666666666666,8.171102661596958,3.7407407407407409,-9.2222222222222214,-3.0078328981723237,-0.40909090909090912,0.80082987551867224,5.453125,0.0,-2.3076923076923075,-1.3333333333333333,,8.990384615384615,13.0,3.3730297723292471,,20.0,13.673469387755102,9.3571428571428577,18.75,-0.66666666666666663,6.5333333333333332
Tim Robey,-8.068965517241379,20.0,,-27.5,-14.542857142857143,-1.2962962962962963,-3.8461538461538463,1.0526315789473684,-10.0,-1.7083333333333333,-5.0,-0.90909090909090906,,,-3.0,2.5,-6.5283018867924527,0.5,-1.0588235294117647,-5.7818181818181822,-8.8599999999999994,100,-10.545454545454545,-2.3684210526315788,-5.9285714285714288,,,-40.0,-11.6,-30.333333333333332,,-6.4807692307692308,-22.75,-10.0,-10.0,7.8571428571428568,,-1.3333333333333333,3.3333333333333335,-8.8888888888888893,-35.0,-4.1493506493506498,-9.0,-1.3333333333333333,-7.2000000000000002,2.1666666666666665,-3.3333333333333335,1.1666666666666667,-2.2666666666666666,-6.3157894736842106,-3.2352941176470589,-9.7222222222222214,-10.346666666666666,-11.818181818181818,3.3333333333333335,-11.818181818181818,-11.615384615384615,5.0,-2.1428571428571428,-15.0,-0.52380952380952384,17.285714285714285,-11.199999999999999,-6.7777777777777777,-15.0,1.4375,1.25,-14.0,1.4545454545454546,-3.4210526315789473,-40.0,-6.666666666666667,-15.0,-4.0,16.666666666666668,-3.875,,,,,-11.875,-3.9583333333333335,1.0714285714285714,-15.0,-10.0,2.3999999999999999,-1.2758620689655173,,,-13.333333333333334,,5.0,-10.0,-2.4473684210526314,-14.666666666666666,-8.0,-14.0,-18.333333333333332,,1.6666666666666667,-5.0,-10.0,-7.5,-14.0,3.3333333333333335,3.3333333333333335,-13.285714285714286,3.5714285714285716,-6.5999999999999996,2.8421052631578947,,,-9.3918918918918912,,-3.3199999999999998,,,-4.5,,,,-8.1818181818181817,,-21.304347826086957,,2.8571428571428572,-7.0,,,,,-37.666666666666664,-5.2000000000000002,-12.75,,-10.199999999999999,-10.379310344827585,-3.4782608695652173,,3.3333333333333335,-4.0,-20.0,-15.666666666666666,-13.0,-4.25,,,,-14.0,-20.0,-4.6551724137931032,-8.0,,-23.333333333333332,,,-17.170731707317074,-5.3703703703703702,-5.8499999999999996,-8.8888888888888893,-5.7142857142857144,-5.9375,-5.3913043478260869,-0.5,,,-0.66666666666666663,-20.0,-5.384615384615385,-1.4634146341463414,0.0,6.666666666666667,-9.3703703703703702,-10.46875,-2.6481481481481484,,-9.2307692307692299,-7.5757575757575761,,-1.4814814814814814,0.20000000000000001,-4.3717948717948714,,,1.3333333333333333,-2.1875,0.0,,-1.0555555555555556
Moira Macdonald,-1.4571428571428571,-2.0,,,-3.5,11.699999999999999,-2.6153846153846154,28.0,0.95454545454545459,10.64516129032258,6.75,-3.0,,,,0.0,8.1052631578947363,13.384615384615385,17.199999999999999,3.4782608695652173,-4.0,10.545454545454545,100,4.8666666666666663,,15.0,-5.0,6.375,4.2857142857142856,,,-0.0625,-18.666666666666668,0.0,15.0,24.666666666666668,,7.0,,5.75,0.0,7.5,5.5999999999999996,0.80000000000000004,18.0,6.0625,15.0,13.0,0.0,-2.0,-9.25,-12.0,1.8529411764705883,2.5,14.6875,-13.0,7.0,3.0,4.666666666666667,,6.2777777777777777,37.0,1.5,,,4.6363636363636367,11.125,-9.1999999999999993,5.6500000000000004,2.3529411764705883,,14.0,15.0,8.0,6.5,2.4285714285714284,,0.0,,,-1.6000000000000001,9.884615384615385,7.0,-8.625,,6.4000000000000004,11.785714285714286,,,-15.0,,38.0,,6.6428571428571432,-1.5,,0.0,,,,15.0,-5.0,-4.0,6.5,9.6666666666666661,6.4000000000000004,1.8333333333333333,,-1.2,10.714285714285714,,,-5.2790697674418601,,6.5,,,14.0,0.0,38.0,,9.75,,-6.0,,33.333333333333336,10.5,,,,,-3.0,,0.44444444444444442,21.0,-12.0,1.875,-0.73333333333333328,-25.0,5.0,13.0,8.5,8.8000000000000007,9.0,,,,,-7.5,,13.703703703703704,-6.0,,,-5.0,,-2.9047619047619047,4.2105263157894735,6.9111111111111114,2.1666666666666665,-1.0,0.78846153846153844,0.076923076923076927,0.66666666666666663,,,-2.0,,,11.928571428571429,13.142857142857142,5.0,3.9411764705882355,1.5333333333333334,10.541666666666666,12.0,9.0555555555555554,-0.55555555555555558,,1.6000000000000001,8.5555555555555554,4.7428571428571429,,10.0,13.090909090909092,9.75,,,10.636363636363637
Noel Murray,-4.1428571428571432,1.6307692307692307,1.0,6.8571428571428568,-6.6071428571428568,4.4363636363636365,-0.66666666666666663,4.6428571428571432,-6.9420289855072461,6.0886075949367084,3.0,-1.5263157894736843,,-4.0,4.375,-9.5,7.9142857142857146,3.3214285714285716,10.26530612244898,-2.8461538461538463,-1.8793103448275863,2.3684210526315788,-4.8666666666666663,100,-1.25,,-8.0,-3.3999999999999999,0.79518072289156627,-8.1999999999999993,-35.0,3.8876404494382024,,-20.0,4.5555555555555554,-3.1739130434782608,,-0.015873015873015872,8.5769230769230766,5.0,25.0,1.9811320754716981,-16.5,-5.666666666666667,17.5,4.5555555555555554,0.5,7.5625,2.3636363636363638,-4.2000000000000002,-8.235294117647058,-2.8360655737704916,-9.3673469387755102,-0.94827586206896552,2.2727272727272729,-4.7777777777777777,-8.3333333333333339,0.8666666666666667,-6.2222222222222223,0.0,10.444444444444445,14.310344827586206,-22.5,-2.6666666666666665,,-5.4000000000000004,3.5555555555555554,-6.666666666666667,5.2777777777777777,-8.4680851063829792,4.0,3.6774193548387095,-20.0,14.0,2.0,5.0,,,,,0.0,9.5405405405405403,7.612903225806452,-11.555555555555555,-13.333333333333334,8.5555555555555554,-3.25,-5.0,2.4444444444444446,4.375,,5.7000000000000002,11.375,0.074999999999999997,-17.0,-1.2857142857142858,7.6352941176470592,-1.6666666666666667,55.0,5.0999999999999996,-5.1428571428571432,28.666666666666668,-6.8571428571428568,-3.2000000000000002,-15.0,8.0,4.0,3.4615384615384617,-0.33333333333333331,-1.6666666666666667,1.5,,2.7450980392156863,,-6.2244897959183669,17.5,,1.0638297872340425,,8.3333333333333339,5.0526315789473681,4.2000000000000002,-5.0,-13.277777777777779,4.1111111111111107,3.25,25.0,,,,4.4000000000000004,5.2000000000000002,-25.0,13.285714285714286,4.0,0.0,-2.4285714285714284,-3.0,-3.0,14.0,3.5833333333333335,4.5999999999999996,-2.3999999999999999,15.666666666666666,20.0,,,-2.3888888888888888,8.375,8.5,5.634615384615385,-16.75,8.6363636363636367,4.2000000000000002,7.5,,-4.5300000000000002,0.30882352941176472,-2.2704402515723272,5.0,-0.22580645161290322,-10.666666666666666,-8.4499999999999993,-5.666666666666667,38.0,,4.0099999999999998,-7.0,2.6041666666666665,-4.5,0.5,-8.5066666666666659,-0.82758620689655171,-7.6730769230769234,0.56140350877192979,-25.5,-6.666666666666667,-6.117647058823529,-16.0,6.6122448979591839,6.0,1.2344827586206897,,20.0,1.3793103448275863,-0.625,,-10.0,0.7567567567567568
